A Homogeneous Main-Sequence Model
 The surface conditions are:        The central conditions are:
 Mtot =  1.000000E+00 Msun          Mc/Mtot     =  3.38972E-01
 Rtot =  1.020998E+00 Rsun          Rc/Rtot     =  1.23000E-01
 Ltot =  8.607100E-01 Lsun          Lc/Ltot     = -3.96864E-01
 Teff =  5.500200E+03 K             Density     =  2.41052E+02
 X    =  9.900000E-01               Temperature =  2.13057E+07
 Y    =  2.000000E-03               Pressure    =  8.41256E+17 dynes/cm**2
 Z    =  8.000000E-03               epsilon     = -1.93840E+00 ergs/s/g
                                    dlnP/dlnT   = -5.33587E+00
Notes:
 (1) Mass is listed as Qm = 1.0 - M_r/Mtot, where Mtot =     1.989e+33
 (2) Convective zones are indicated by c, radiative zones by r
 (3) dlnP/dlnT may be limited to +99.9 or -99.9# if so it is
 labeled by *
   r        Qm       L_r       T        P        rho      kap      eps     dlPdlT
5.78E+10 1.47E-04 3.29E+33 5.69E+05 2.39E+11 2.56E-03 1.47E+01 1.78E-14 r   4.6
5.79E+10 1.44E-04 3.29E+33 5.66E+05 2.32E+11 2.50E-03 1.48E+01 1.59E-14 r   4.6
5.80E+10 1.40E-04 3.29E+33 5.62E+05 2.25E+11 2.45E-03 1.48E+01 1.43E-14 r   4.6
5.81E+10 1.36E-04 3.29E+33 5.58E+05 2.19E+11 2.39E-03 1.49E+01 1.28E-14 r   4.6
5.81E+10 1.33E-04 3.29E+33 5.54E+05 2.12E+11 2.33E-03 1.49E+01 1.14E-14 r   4.6
5.82E+10 1.29E-04 3.29E+33 5.51E+05 2.06E+11 2.28E-03 1.50E+01 1.02E-14 r   4.6
5.83E+10 1.26E-04 3.29E+33 5.47E+05 1.99E+11 2.22E-03 1.50E+01 9.12E-15 r   4.6
5.83E+10 1.22E-04 3.29E+33 5.43E+05 1.93E+11 2.17E-03 1.51E+01 8.14E-15 r   4.6
5.84E+10 1.19E-04 3.29E+33 5.39E+05 1.87E+11 2.12E-03 1.52E+01 7.26E-15 r   4.6
5.85E+10 1.16E-04 3.29E+33 5.36E+05 1.82E+11 2.07E-03 1.52E+01 6.47E-15 r   4.6
5.86E+10 1.13E-04 3.29E+33 5.32E+05 1.76E+11 2.02E-03 1.53E+01 5.76E-15 r   4.6
5.86E+10 1.10E-04 3.29E+33 5.28E+05 1.70E+11 1.97E-03 1.53E+01 5.13E-15 r   4.6
5.87E+10 1.07E-04 3.29E+33 5.25E+05 1.65E+11 1.92E-03 1.54E+01 4.56E-15 r   4.6
5.88E+10 1.04E-04 3.29E+33 5.21E+05 1.60E+11 1.87E-03 1.55E+01 4.06E-15 r   4.6
5.88E+10 1.01E-04 3.29E+33 5.18E+05 1.55E+11 1.82E-03 1.55E+01 3.60E-15 r   4.6
5.89E+10 9.81E-05 3.29E+33 5.14E+05 1.50E+11 1.78E-03 1.56E+01 3.20E-15 r   4.6
5.90E+10 9.54E-05 3.29E+33 5.10E+05 1.45E+11 1.74E-03 1.56E+01 2.83E-15 r   4.6
5.91E+10 9.27E-05 3.29E+33 5.07E+05 1.41E+11 1.69E-03 1.57E+01 2.51E-15 r   4.6
5.91E+10 9.01E-05 3.29E+33 5.03E+05 1.36E+11 1.65E-03 1.58E+01 2.22E-15 r   4.6
5.92E+10 8.75E-05 3.29E+33 4.99E+05 1.32E+11 1.61E-03 1.58E+01 1.97E-15 r   4.6
5.93E+10 8.50E-05 3.29E+33 4.96E+05 1.27E+11 1.57E-03 1.59E+01 1.74E-15 r   4.6
5.93E+10 8.26E-05 3.29E+33 4.92E+05 1.23E+11 1.53E-03 1.60E+01 1.54E-15 r   4.6
5.94E+10 8.02E-05 3.29E+33 4.89E+05 1.19E+11 1.49E-03 1.60E+01 1.35E-15 r   4.6
5.95E+10 7.79E-05 3.29E+33 4.85E+05 1.15E+11 1.45E-03 1.61E+01 1.19E-15 r   4.6
5.95E+10 7.56E-05 3.29E+33 4.82E+05 1.11E+11 1.41E-03 1.62E+01 1.05E-15 r   4.6
5.96E+10 7.34E-05 3.29E+33 4.78E+05 1.08E+11 1.37E-03 1.62E+01 9.26E-16 r   4.6
5.97E+10 7.12E-05 3.29E+33 4.75E+05 1.04E+11 1.34E-03 1.63E+01 8.14E-16 r   4.6
5.98E+10 6.91E-05 3.29E+33 4.71E+05 1.01E+11 1.30E-03 1.64E+01 7.15E-16 r   4.6
5.98E+10 6.70E-05 3.29E+33 4.68E+05 9.73E+10 1.27E-03 1.64E+01 6.27E-16 r   4.6
5.99E+10 6.50E-05 3.29E+33 4.64E+05 9.40E+10 1.24E-03 1.65E+01 5.50E-16 r   4.6
6.00E+10 6.31E-05 3.29E+33 4.60E+05 9.08E+10 1.20E-03 1.66E+01 4.82E-16 r   4.6
6.00E+10 6.11E-05 3.29E+33 4.57E+05 8.77E+10 1.17E-03 1.67E+01 4.22E-16 r   4.6
6.01E+10 5.93E-05 3.29E+33 4.54E+05 8.47E+10 1.14E-03 1.67E+01 3.69E-16 r   4.6
6.02E+10 5.74E-05 3.29E+33 4.50E+05 8.18E+10 1.11E-03 1.68E+01 3.22E-16 r   4.6
6.03E+10 5.57E-05 3.29E+33 4.47E+05 7.89E+10 1.08E-03 1.69E+01 2.81E-16 r   4.6
6.03E+10 5.39E-05 3.29E+33 4.43E+05 7.62E+10 1.05E-03 1.69E+01 2.45E-16 r   4.6
6.04E+10 5.22E-05 3.29E+33 4.40E+05 7.35E+10 1.02E-03 1.70E+01 2.13E-16 r   4.6
6.05E+10 5.06E-05 3.29E+33 4.36E+05 7.09E+10 9.91E-04 1.71E+01 1.85E-16 r   4.6
6.05E+10 4.90E-05 3.29E+33 4.33E+05 6.84E+10 9.63E-04 1.72E+01 1.61E-16 r   4.6
6.06E+10 4.74E-05 3.29E+33 4.29E+05 6.59E+10 9.36E-04 1.73E+01 1.40E-16 r   4.6
6.07E+10 4.59E-05 3.29E+33 4.26E+05 6.36E+10 9.10E-04 1.73E+01 1.21E-16 r   4.6
6.08E+10 4.44E-05 3.29E+33 4.23E+05 6.13E+10 8.84E-04 1.74E+01 1.05E-16 r   4.6
6.08E+10 4.30E-05 3.29E+33 4.19E+05 5.91E+10 8.59E-04 1.75E+01 9.08E-17 r   4.6
6.09E+10 4.16E-05 3.29E+33 4.16E+05 5.69E+10 8.34E-04 1.76E+01 7.84E-17 r   4.6
6.10E+10 4.02E-05 3.29E+33 4.12E+05 5.48E+10 8.10E-04 1.77E+01 6.77E-17 r   4.6
6.10E+10 3.89E-05 3.29E+33 4.09E+05 5.28E+10 7.87E-04 1.77E+01 5.83E-17 r   4.6
6.11E+10 3.76E-05 3.29E+33 4.06E+05 5.08E+10 7.64E-04 1.78E+01 5.02E-17 r   4.6
6.12E+10 3.63E-05 3.29E+33 4.02E+05 4.89E+10 7.42E-04 1.79E+01 4.32E-17 r   4.6
6.13E+10 3.51E-05 3.29E+33 3.99E+05 4.71E+10 7.20E-04 1.80E+01 3.71E-17 r   4.6
6.13E+10 3.39E-05 3.29E+33 3.96E+05 4.53E+10 6.98E-04 1.81E+01 3.18E-17 r   4.6
6.14E+10 3.27E-05 3.29E+33 3.92E+05 4.36E+10 6.78E-04 1.82E+01 2.72E-17 r   4.6
6.15E+10 3.16E-05 3.29E+33 3.89E+05 4.19E+10 6.57E-04 1.83E+01 2.33E-17 r   4.6
6.15E+10 3.05E-05 3.29E+33 3.86E+05 4.03E+10 6.37E-04 1.83E+01 1.99E-17 r   4.6
6.16E+10 2.94E-05 3.29E+33 3.82E+05 3.87E+10 6.18E-04 1.84E+01 1.70E-17 r   4.6
6.17E+10 2.84E-05 3.29E+33 3.79E+05 3.72E+10 5.99E-04 1.85E+01 1.44E-17 r   4.6
6.18E+10 2.74E-05 3.29E+33 3.76E+05 3.58E+10 5.81E-04 1.86E+01 1.23E-17 r   4.6
6.18E+10 2.64E-05 3.29E+33 3.72E+05 3.44E+10 5.63E-04 1.87E+01 1.04E-17 r   4.6
6.19E+10 2.54E-05 3.29E+33 3.69E+05 3.30E+10 5.45E-04 1.88E+01 8.85E-18 r   4.6
6.20E+10 2.45E-05 3.29E+33 3.66E+05 3.17E+10 5.28E-04 1.89E+01 7.50E-18 r   4.6
6.20E+10 2.36E-05 3.29E+33 3.63E+05 3.04E+10 5.11E-04 1.90E+01 6.34E-18 r   4.6
6.21E+10 2.27E-05 3.29E+33 3.59E+05 2.92E+10 4.95E-04 1.91E+01 5.35E-18 r   4.6
6.22E+10 2.19E-05 3.29E+33 3.56E+05 2.80E+10 4.79E-04 1.92E+01 4.51E-18 r   4.6
6.22E+10 2.11E-05 3.29E+33 3.53E+05 2.68E+10 4.64E-04 1.93E+01 3.80E-18 r   4.6
6.23E+10 2.03E-05 3.29E+33 3.50E+05 2.57E+10 4.49E-04 1.94E+01 3.19E-18 r   4.6
6.24E+10 1.95E-05 3.29E+33 3.46E+05 2.47E+10 4.34E-04 1.95E+01 2.68E-18 r   4.6
6.25E+10 1.88E-05 3.29E+33 3.43E+05 2.36E+10 4.20E-04 1.96E+01 2.24E-18 r   4.6
6.25E+10 1.80E-05 3.29E+33 3.40E+05 2.26E+10 4.06E-04 1.97E+01 1.87E-18 r   4.6
6.26E+10 1.73E-05 3.29E+33 3.37E+05 2.17E+10 3.92E-04 1.98E+01 1.56E-18 r   4.6
6.27E+10 1.67E-05 3.29E+33 3.34E+05 2.07E+10 3.79E-04 1.99E+01 1.30E-18 r   4.6
6.27E+10 1.60E-05 3.29E+33 3.30E+05 1.98E+10 3.66E-04 2.01E+01 1.08E-18 r   4.6
6.28E+10 1.54E-05 3.29E+33 3.27E+05 1.90E+10 3.54E-04 2.02E+01 8.98E-19 r   4.6
6.29E+10 1.47E-05 3.29E+33 3.24E+05 1.82E+10 3.42E-04 2.03E+01 7.44E-19 r   4.6
6.30E+10 1.41E-05 3.29E+33 3.21E+05 1.74E+10 3.30E-04 2.04E+01 6.15E-19 r   4.6
6.30E+10 1.36E-05 3.29E+33 3.18E+05 1.66E+10 3.18E-04 2.05E+01 5.07E-19 r   4.6
6.31E+10 1.30E-05 3.29E+33 3.14E+05 1.58E+10 3.07E-04 2.06E+01 4.18E-19 r   4.6
6.32E+10 1.25E-05 3.29E+33 3.11E+05 1.51E+10 2.96E-04 2.08E+01 3.43E-19 r   4.6
6.32E+10 1.20E-05 3.29E+33 3.08E+05 1.44E+10 2.86E-04 2.09E+01 2.81E-19 r   4.6
6.33E+10 1.14E-05 3.29E+33 3.05E+05 1.38E+10 2.75E-04 2.10E+01 2.30E-19 r   4.6
6.34E+10 1.10E-05 3.29E+33 3.02E+05 1.31E+10 2.65E-04 2.11E+01 1.88E-19 r   4.6
6.35E+10 1.05E-05 3.29E+33 2.99E+05 1.25E+10 2.56E-04 2.13E+01 1.53E-19 r   4.6
6.35E+10 1.00E-05 3.29E+33 2.96E+05 1.19E+10 2.46E-04 2.14E+01 1.24E-19 r   4.6
6.36E+10 9.60E-06 3.29E+33 2.93E+05 1.14E+10 2.37E-04 2.15E+01 1.01E-19 r   4.6
6.37E+10 9.17E-06 3.29E+33 2.89E+05 1.08E+10 2.28E-04 2.16E+01 8.16E-20 r   4.6
6.37E+10 8.76E-06 3.29E+33 2.86E+05 1.03E+10 2.20E-04 2.18E+01 6.58E-20 r   4.6
6.38E+10 8.37E-06 3.29E+33 2.83E+05 9.82E+09 2.11E-04 2.19E+01 5.30E-20 r   4.6
6.39E+10 7.99E-06 3.29E+33 2.80E+05 9.34E+09 2.03E-04 2.21E+01 4.25E-20 r   4.6
6.40E+10 7.63E-06 3.29E+33 2.77E+05 8.88E+09 1.95E-04 2.22E+01 3.41E-20 r   4.6
6.40E+10 7.27E-06 3.29E+33 2.74E+05 8.44E+09 1.88E-04 2.23E+01 2.72E-20 r   4.6
6.41E+10 6.94E-06 3.29E+33 2.71E+05 8.02E+09 1.80E-04 2.25E+01 2.17E-20 r   4.6
6.42E+10 6.61E-06 3.29E+33 2.68E+05 7.61E+09 1.73E-04 2.26E+01 1.72E-20 r   4.6
6.42E+10 6.30E-06 3.29E+33 2.65E+05 7.23E+09 1.66E-04 2.28E+01 1.36E-20 r   4.6
6.43E+10 5.99E-06 3.29E+33 2.62E+05 6.85E+09 1.59E-04 2.29E+01 1.08E-20 r   4.6
6.44E+10 5.70E-06 3.29E+33 2.59E+05 6.50E+09 1.53E-04 2.31E+01 8.47E-21 r   4.6
6.45E+10 5.42E-06 3.29E+33 2.56E+05 6.16E+09 1.47E-04 2.33E+01 6.65E-21 r   4.6
6.45E+10 5.16E-06 3.29E+33 2.53E+05 5.83E+09 1.41E-04 2.34E+01 5.20E-21 r   4.6
6.46E+10 4.90E-06 3.29E+33 2.50E+05 5.52E+09 1.35E-04 2.36E+01 4.06E-21 r   4.6
6.47E+10 4.65E-06 3.29E+33 2.47E+05 5.22E+09 1.29E-04 2.37E+01 3.15E-21 r   4.6
6.47E+10 4.41E-06 3.29E+33 2.44E+05 4.94E+09 1.23E-04 2.39E+01 2.44E-21 r   4.6
6.48E+10 4.19E-06 3.29E+33 2.41E+05 4.67E+09 1.18E-04 2.41E+01 1.89E-21 r   4.6
6.49E+10 3.97E-06 3.29E+33 2.38E+05 4.41E+09 1.13E-04 2.43E+01 1.45E-21 r   4.6
6.49E+10 3.76E-06 3.29E+33 2.35E+05 4.16E+09 1.08E-04 2.44E+01 1.11E-21 r   4.6
6.50E+10 3.56E-06 3.29E+33 2.32E+05 3.93E+09 1.03E-04 2.46E+01 8.48E-22 r   4.6
6.51E+10 3.37E-06 3.29E+33 2.29E+05 3.70E+09 9.85E-05 2.48E+01 6.45E-22 r   4.6
6.52E+10 3.18E-06 3.29E+33 2.26E+05 3.49E+09 9.40E-05 2.50E+01 4.89E-22 r   4.6
6.52E+10 3.01E-06 3.29E+33 2.23E+05 3.28E+09 8.97E-05 2.52E+01 3.69E-22 r   4.6
6.53E+10 2.84E-06 3.29E+33 2.20E+05 3.09E+09 8.55E-05 2.54E+01 2.77E-22 r   4.6
6.54E+10 2.68E-06 3.29E+33 2.17E+05 2.91E+09 8.15E-05 2.56E+01 2.07E-22 r   4.6
6.54E+10 2.53E-06 3.29E+33 2.14E+05 2.73E+09 7.76E-05 2.58E+01 1.54E-22 r   4.6
6.55E+10 2.38E-06 3.29E+33 2.11E+05 2.56E+09 7.39E-05 2.60E+01 1.14E-22 r   4.6
6.56E+10 2.24E-06 3.29E+33 2.08E+05 2.41E+09 7.03E-05 2.62E+01 8.44E-23 r   4.6
6.57E+10 2.11E-06 3.29E+33 2.06E+05 2.26E+09 6.68E-05 2.64E+01 6.20E-23 r   4.6
6.57E+10 1.99E-06 3.29E+33 2.03E+05 2.11E+09 6.35E-05 2.66E+01 4.53E-23 r   4.6
6.58E+10 1.87E-06 3.29E+33 2.00E+05 1.98E+09 6.03E-05 2.69E+01 3.29E-23 r   4.6
6.59E+10 1.75E-06 3.29E+33 1.97E+05 1.85E+09 5.72E-05 2.71E+01 2.38E-23 r   4.6
6.59E+10 1.64E-06 3.29E+33 1.94E+05 1.73E+09 5.43E-05 2.73E+01 1.71E-23 r   4.6
6.60E+10 1.54E-06 3.29E+33 1.91E+05 1.61E+09 5.15E-05 2.76E+01 1.22E-23 r   4.6
6.61E+10 1.44E-06 3.29E+33 1.88E+05 1.51E+09 4.87E-05 2.78E+01 8.71E-24 r   4.6
6.62E+10 1.35E-06 3.29E+33 1.85E+05 1.40E+09 4.61E-05 2.81E+01 6.15E-24 r   4.6
6.62E+10 1.26E-06 3.29E+33 1.83E+05 1.31E+09 4.36E-05 2.83E+01 4.32E-24 r   4.6
6.63E+10 1.18E-06 3.29E+33 1.80E+05 1.22E+09 4.12E-05 2.86E+01 3.02E-24 r   4.6
6.64E+10 1.10E-06 3.29E+33 1.77E+05 1.13E+09 3.89E-05 2.89E+01 2.09E-24 r   4.6
6.64E+10 1.02E-06 3.29E+33 1.74E+05 1.05E+09 3.67E-05 2.91E+01 1.44E-24 r   4.6
6.65E+10 9.51E-07 3.29E+33 1.71E+05 9.73E+08 3.46E-05 2.94E+01 9.85E-25 r   4.6
6.66E+10 8.84E-07 3.29E+33 1.68E+05 9.01E+08 3.26E-05 2.97E+01 6.68E-25 r   4.6
6.67E+10 8.21E-07 3.29E+33 1.66E+05 8.34E+08 3.07E-05 3.00E+01 4.50E-25 r   4.6
6.67E+10 7.61E-07 3.29E+33 1.63E+05 7.71E+08 2.89E-05 3.03E+01 3.01E-25 r   4.6
6.68E+10 7.05E-07 3.29E+33 1.60E+05 7.12E+08 2.71E-05 3.06E+01 1.99E-25 r   4.6
6.69E+10 6.53E-07 3.29E+33 1.57E+05 6.56E+08 2.54E-05 3.09E+01 1.31E-25 r   4.6
6.69E+10 6.03E-07 3.29E+33 1.54E+05 6.04E+08 2.39E-05 3.13E+01 8.53E-26 r   4.6
6.70E+10 5.57E-07 3.29E+33 1.52E+05 5.56E+08 2.23E-05 3.16E+01 5.51E-26 r   4.6
6.71E+10 5.13E-07 3.29E+33 1.49E+05 5.10E+08 2.09E-05 3.20E+01 3.52E-26 r   4.6
6.72E+10 4.72E-07 3.29E+33 1.46E+05 4.68E+08 1.95E-05 3.23E+01 2.23E-26 r   4.6
6.72E+10 4.34E-07 3.29E+33 1.43E+05 4.29E+08 1.82E-05 3.27E+01 1.40E-26 r   4.6
6.73E+10 3.98E-07 3.29E+33 1.40E+05 3.92E+08 1.70E-05 3.31E+01 8.65E-27 r   4.6
6.74E+10 3.65E-07 3.29E+33 1.38E+05 3.58E+08 1.58E-05 3.35E+01 5.30E-27 r   4.6
6.74E+10 3.33E-07 3.29E+33 1.35E+05 3.26E+08 1.47E-05 3.39E+01 3.21E-27 r   4.6
6.75E+10 3.04E-07 3.29E+33 1.32E+05 2.97E+08 1.37E-05 3.43E+01 1.92E-27 r   4.6
6.76E+10 2.78E-07 3.29E+33 1.29E+05 2.70E+08 1.27E-05 3.47E+01 1.13E-27 r   4.6
6.76E+10 2.52E-07 3.29E+33 1.27E+05 2.44E+08 1.17E-05 3.51E+01 6.61E-28 r   4.6
6.77E+10 2.29E-07 3.29E+33 1.24E+05 2.21E+08 1.09E-05 3.56E+01 3.80E-28 r   4.6
6.78E+10 2.08E-07 3.29E+33 1.21E+05 2.00E+08 1.00E-05 3.61E+01 2.15E-28 r   4.6
6.79E+10 1.88E-07 3.29E+33 1.19E+05 1.80E+08 9.24E-06 3.66E+01 1.20E-28 r   4.6
6.79E+10 1.69E-07 3.29E+33 1.16E+05 1.62E+08 8.50E-06 3.71E+01 6.57E-29 r   4.6
6.80E+10 1.53E-07 3.29E+33 1.13E+05 1.45E+08 7.81E-06 3.76E+01 3.54E-29 r   4.6
6.81E+10 1.37E-07 3.29E+33 1.10E+05 1.30E+08 7.16E-06 3.81E+01 1.88E-29 r   4.6
6.81E+10 1.23E-07 3.29E+33 1.08E+05 1.16E+08 6.55E-06 3.87E+01 9.74E-30 r   4.6
6.82E+10 1.10E-07 3.29E+33 1.05E+05 1.03E+08 5.98E-06 3.93E+01 4.96E-30 r   4.6
6.83E+10 9.77E-08 3.29E+33 1.02E+05 9.17E+07 5.45E-06 3.99E+01 2.47E-30 r   4.6
6.84E+10 8.68E-08 3.29E+33 9.97E+04 8.11E+07 4.96E-06 4.05E+01 1.21E-30 r   4.6
6.84E+10 7.69E-08 3.29E+33 9.70E+04 7.16E+07 4.49E-06 4.12E+01 5.74E-31 r   4.6
6.85E+10 6.79E-08 3.29E+33 9.43E+04 6.30E+07 4.07E-06 4.19E+01 2.66E-31 r   4.6
6.86E+10 5.97E-08 3.29E+33 9.17E+04 5.53E+07 3.67E-06 4.26E+01 1.20E-31 r   4.6
6.86E+10 5.24E-08 3.29E+33 8.90E+04 4.83E+07 3.30E-06 4.33E+01 5.28E-32 r   4.6
6.87E+10 4.57E-08 3.29E+33 8.64E+04 4.20E+07 2.96E-06 4.41E+01 2.25E-32 r   4.6
6.88E+10 3.98E-08 3.29E+33 8.37E+04 3.64E+07 2.65E-06 4.49E+01 9.26E-33 r   4.6
6.89E+10 3.45E-08 3.29E+33 8.11E+04 3.15E+07 2.36E-06 4.58E+01 3.68E-33 r   4.6
6.89E+10 2.97E-08 3.29E+33 7.85E+04 2.70E+07 2.10E-06 4.67E+01 1.41E-33 r   4.6
6.90E+10 2.55E-08 3.29E+33 7.58E+04 2.31E+07 1.85E-06 4.77E+01 5.19E-34 r   4.6
6.91E+10 2.18E-08 3.29E+33 7.32E+04 1.97E+07 1.63E-06 4.87E+01 1.83E-34 r   4.6
6.91E+10 1.85E-08 3.29E+33 7.06E+04 1.66E+07 1.43E-06 4.97E+01 6.14E-35 r   4.6
6.92E+10 1.56E-08 3.29E+33 6.80E+04 1.40E+07 1.25E-06 5.09E+01 1.96E-35 r   4.6
6.93E+10 1.31E-08 3.29E+33 6.54E+04 1.17E+07 1.09E-06 5.21E+01 5.92E-36 r   4.6
6.94E+10 1.09E-08 3.29E+33 6.28E+04 9.72E+06 9.41E-07 5.34E+01 1.68E-36 r   4.6
6.94E+10 9.04E-09 3.29E+33 6.02E+04 8.01E+06 8.08E-07 5.47E+01 4.47E-37 r   4.6
6.95E+10 7.42E-09 3.29E+33 5.76E+04 6.55E+06 6.90E-07 5.62E+01 1.10E-37 r   4.6
6.96E+10 6.04E-09 3.29E+33 5.51E+04 5.30E+06 5.85E-07 5.77E+01 2.52E-38 r   4.6
6.96E+10 4.87E-09 3.29E+33 5.25E+04 4.26E+06 4.93E-07 5.94E+01 5.24E-39 r   4.6
6.97E+10 3.88E-09 3.29E+33 4.99E+04 3.38E+06 4.11E-07 6.12E+01 9.89E-40 r   4.6
6.98E+10 3.07E-09 3.29E+33 4.74E+04 2.65E+06 3.40E-07 6.32E+01 1.67E-40 r   4.6
6.99E+10 2.39E-09 3.29E+33 4.48E+04 2.06E+06 2.79E-07 6.53E+01 2.48E-41 r   4.6
6.99E+10 1.84E-09 3.29E+33 4.23E+04 1.57E+06 2.26E-07 6.77E+01 3.20E-42 r   4.6
7.00E+10 1.39E-09 3.29E+33 3.97E+04 1.18E+06 1.80E-07 7.03E+01 3.51E-43 r   4.6
7.01E+10 1.04E-09 3.29E+33 3.72E+04 8.71E+05 1.42E-07 7.31E+01 3.19E-44 r   4.6
7.01E+10 7.63E-10 3.29E+33 3.47E+04 6.30E+05 1.10E-07 7.63E+01 2.33E-45 r   4.6
7.02E+10 5.49E-10 3.29E+33 3.21E+04 4.44E+05 8.39E-08 7.98E+01 1.32E-46 r   4.6
7.03E+10 3.88E-10 3.29E+33 2.96E+04 3.05E+05 6.25E-08 8.39E+01 5.53E-48 r   4.6
7.03E+10 2.69E-10 3.29E+33 2.71E+04 2.03E+05 4.54E-08 8.85E+01 1.61E-49 r   4.7
7.04E+10 1.68E-10 3.29E+33 2.44E+04 1.24E+05 3.08E-08 9.39E+01 2.01E-51 r   4.7
7.05E+10 9.94E-11 3.29E+33 2.16E+04 7.11E+04 1.99E-08 1.00E+02 1.27E-53 r   4.7
7.06E+10 5.50E-11 3.29E+33 1.89E+04 3.79E+04 1.21E-08 1.08E+02 3.24E-56 r   4.7
7.06E+10 2.78E-11 3.29E+33 1.62E+04 1.83E+04 6.84E-09 1.17E+02 2.41E-59 r   4.7
7.07E+10 1.25E-11 3.29E+33 1.35E+04 7.73E+03 3.46E-09 1.29E+02 3.04E-63 r   4.7
7.08E+10 4.73E-12 3.29E+33 1.08E+04 2.67E+03 1.50E-09 1.44E+02 2.50E-68 r   4.8
7.08E+10 1.37E-12 3.29E+33 8.07E+03 6.69E+02 4.98E-10 1.64E+02 1.95E-75 r   4.9
7.09E+10 2.47E-13 3.29E+33 5.38E+03 9.18E+01 1.02E-10 1.91E+02 1.26E-86 r   4.7
7.10E+10 1.71E-14 3.29E+33 2.69E+03 3.46E+00 7.57E-12 2.71E+02 2.27E-109 r   4.2
7.11E+10 0.00E+00 3.29E+33 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 r   4.2
