A Homogeneous Main-Sequence Model
 The surface conditions are:        The central conditions are:
 Mtot =  1.000000E+00 Msun          Mc/Mtot     =  6.21599E-01
 Rtot =  1.020998E+00 Rsun          Rc/Rtot     =  1.43000E-01
 Ltot =  8.607100E-01 Lsun          Lc/Ltot     = -3.98213E-01
 Teff =  5.500200E+03 K             Density     =  2.81297E+02
 X    =  7.000000E-01               Temperature =  3.59731E+07
 Y    =  0.000000E+00               Pressure    =  1.29397E+18 dynes/cm**2
 Z    =  3.000000E-01               epsilon     = -1.06065E+00 ergs/s/g
                                    dlnP/dlnT   = -1.86483E+01
Notes:
 (1) Mass is listed as Qm = 1.0 - M_r/Mtot, where Mtot =     1.989e+33
 (2) Convective zones are indicated by c, radiative zones by r
 (3) dlnP/dlnT may be limited to +99.9 or -99.9# if so it is
 labeled by *
   r        Qm       L_r       T        P        rho      kap      eps     dlPdlT
5.65E+10 9.49E-05 3.29E+33 8.10E+05 1.67E+11 1.60E-03 8.59E+01 3.97E-13 r   4.6
5.66E+10 9.27E-05 3.29E+33 8.05E+05 1.62E+11 1.56E-03 8.62E+01 3.62E-13 r   4.6
5.66E+10 9.04E-05 3.29E+33 8.00E+05 1.58E+11 1.53E-03 8.66E+01 3.30E-13 r   4.6
5.67E+10 8.82E-05 3.29E+33 7.95E+05 1.53E+11 1.50E-03 8.69E+01 3.00E-13 r   4.6
5.68E+10 8.61E-05 3.29E+33 7.91E+05 1.49E+11 1.46E-03 8.72E+01 2.73E-13 r   4.6
5.68E+10 8.40E-05 3.29E+33 7.86E+05 1.45E+11 1.43E-03 8.75E+01 2.49E-13 r   4.6
5.69E+10 8.20E-05 3.29E+33 7.81E+05 1.41E+11 1.40E-03 8.79E+01 2.26E-13 r   4.6
5.70E+10 7.99E-05 3.29E+33 7.76E+05 1.37E+11 1.37E-03 8.82E+01 2.05E-13 r   4.6
5.71E+10 7.80E-05 3.29E+33 7.71E+05 1.33E+11 1.34E-03 8.86E+01 1.87E-13 r   4.6
5.71E+10 7.60E-05 3.29E+33 7.66E+05 1.29E+11 1.31E-03 8.89E+01 1.69E-13 r   4.6
5.72E+10 7.41E-05 3.29E+33 7.61E+05 1.25E+11 1.28E-03 8.92E+01 1.54E-13 r   4.6
5.73E+10 7.23E-05 3.29E+33 7.56E+05 1.21E+11 1.25E-03 8.96E+01 1.39E-13 r   4.6
5.73E+10 7.05E-05 3.29E+33 7.51E+05 1.18E+11 1.22E-03 8.99E+01 1.26E-13 r   4.6
5.74E+10 6.87E-05 3.29E+33 7.47E+05 1.14E+11 1.19E-03 9.03E+01 1.14E-13 r   4.6
5.75E+10 6.69E-05 3.29E+33 7.42E+05 1.11E+11 1.16E-03 9.06E+01 1.04E-13 r   4.6
5.76E+10 6.52E-05 3.29E+33 7.37E+05 1.08E+11 1.14E-03 9.10E+01 9.37E-14 r   4.6
5.76E+10 6.36E-05 3.29E+33 7.32E+05 1.05E+11 1.11E-03 9.14E+01 8.47E-14 r   4.6
5.77E+10 6.19E-05 3.29E+33 7.27E+05 1.01E+11 1.08E-03 9.17E+01 7.65E-14 r   4.6
5.78E+10 6.03E-05 3.29E+33 7.23E+05 9.85E+10 1.06E-03 9.21E+01 6.91E-14 r   4.6
5.78E+10 5.88E-05 3.29E+33 7.18E+05 9.55E+10 1.03E-03 9.25E+01 6.24E-14 r   4.6
5.79E+10 5.72E-05 3.29E+33 7.13E+05 9.26E+10 1.01E-03 9.28E+01 5.63E-14 r   4.6
5.80E+10 5.57E-05 3.29E+33 7.08E+05 8.98E+10 9.85E-04 9.32E+01 5.07E-14 r   4.6
5.81E+10 5.43E-05 3.29E+33 7.04E+05 8.71E+10 9.61E-04 9.36E+01 4.57E-14 r   4.6
5.81E+10 5.28E-05 3.29E+33 6.99E+05 8.45E+10 9.38E-04 9.40E+01 4.11E-14 r   4.6
5.82E+10 5.14E-05 3.29E+33 6.94E+05 8.19E+10 9.16E-04 9.44E+01 3.70E-14 r   4.6
5.83E+10 5.00E-05 3.29E+33 6.90E+05 7.94E+10 8.93E-04 9.48E+01 3.33E-14 r   4.6
5.83E+10 4.87E-05 3.29E+33 6.85E+05 7.69E+10 8.72E-04 9.51E+01 2.99E-14 r   4.6
5.84E+10 4.74E-05 3.29E+33 6.80E+05 7.45E+10 8.51E-04 9.55E+01 2.69E-14 r   4.6
5.85E+10 4.61E-05 3.29E+33 6.76E+05 7.22E+10 8.30E-04 9.59E+01 2.41E-14 r   4.6
5.86E+10 4.48E-05 3.29E+33 6.71E+05 7.00E+10 8.09E-04 9.63E+01 2.16E-14 r   4.6
5.86E+10 4.36E-05 3.29E+33 6.66E+05 6.78E+10 7.89E-04 9.67E+01 1.94E-14 r   4.6
5.87E+10 4.24E-05 3.29E+33 6.62E+05 6.56E+10 7.70E-04 9.72E+01 1.73E-14 r   4.6
5.88E+10 4.12E-05 3.29E+33 6.57E+05 6.35E+10 7.51E-04 9.76E+01 1.55E-14 r   4.6
5.88E+10 4.01E-05 3.29E+33 6.53E+05 6.15E+10 7.32E-04 9.80E+01 1.39E-14 r   4.6
5.89E+10 3.89E-05 3.29E+33 6.48E+05 5.96E+10 7.13E-04 9.84E+01 1.24E-14 r   4.6
5.90E+10 3.78E-05 3.29E+33 6.43E+05 5.76E+10 6.95E-04 9.88E+01 1.11E-14 r   4.6
5.91E+10 3.68E-05 3.29E+33 6.39E+05 5.58E+10 6.78E-04 9.93E+01 9.88E-15 r   4.6
5.91E+10 3.57E-05 3.29E+33 6.34E+05 5.40E+10 6.60E-04 9.97E+01 8.81E-15 r   4.6
5.92E+10 3.47E-05 3.29E+33 6.30E+05 5.22E+10 6.44E-04 1.00E+02 7.85E-15 r   4.6
5.93E+10 3.37E-05 3.29E+33 6.25E+05 5.05E+10 6.27E-04 1.01E+02 6.99E-15 r   4.6
5.93E+10 3.27E-05 3.29E+33 6.21E+05 4.89E+10 6.11E-04 1.01E+02 6.21E-15 r   4.6
5.94E+10 3.18E-05 3.29E+33 6.16E+05 4.72E+10 5.95E-04 1.01E+02 5.52E-15 r   4.6
5.95E+10 3.08E-05 3.29E+33 6.12E+05 4.57E+10 5.79E-04 1.02E+02 4.91E-15 r   4.6
5.95E+10 2.99E-05 3.29E+33 6.07E+05 4.42E+10 5.64E-04 1.02E+02 4.35E-15 r   4.6
5.96E+10 2.90E-05 3.29E+33 6.03E+05 4.27E+10 5.49E-04 1.03E+02 3.86E-15 r   4.6
5.97E+10 2.82E-05 3.29E+33 5.98E+05 4.12E+10 5.35E-04 1.03E+02 3.42E-15 r   4.6
5.98E+10 2.73E-05 3.29E+33 5.94E+05 3.98E+10 5.21E-04 1.04E+02 3.03E-15 r   4.6
5.98E+10 2.65E-05 3.29E+33 5.89E+05 3.85E+10 5.07E-04 1.04E+02 2.68E-15 r   4.6
5.99E+10 2.57E-05 3.29E+33 5.85E+05 3.72E+10 4.93E-04 1.05E+02 2.36E-15 r   4.6
6.00E+10 2.49E-05 3.29E+33 5.81E+05 3.59E+10 4.80E-04 1.05E+02 2.09E-15 r   4.6
6.00E+10 2.41E-05 3.29E+33 5.76E+05 3.47E+10 4.67E-04 1.06E+02 1.84E-15 r   4.6
6.01E+10 2.34E-05 3.29E+33 5.72E+05 3.35E+10 4.54E-04 1.06E+02 1.62E-15 r   4.6
6.02E+10 2.27E-05 3.29E+33 5.67E+05 3.23E+10 4.41E-04 1.07E+02 1.43E-15 r   4.6
6.03E+10 2.20E-05 3.29E+33 5.63E+05 3.12E+10 4.29E-04 1.07E+02 1.26E-15 r   4.6
6.03E+10 2.13E-05 3.29E+33 5.59E+05 3.01E+10 4.17E-04 1.08E+02 1.10E-15 r   4.6
6.04E+10 2.06E-05 3.29E+33 5.54E+05 2.90E+10 4.06E-04 1.08E+02 9.68E-16 r   4.6
6.05E+10 1.99E-05 3.29E+33 5.50E+05 2.80E+10 3.94E-04 1.09E+02 8.49E-16 r   4.6
6.05E+10 1.93E-05 3.29E+33 5.46E+05 2.70E+10 3.83E-04 1.09E+02 7.44E-16 r   4.6
6.06E+10 1.87E-05 3.29E+33 5.41E+05 2.60E+10 3.72E-04 1.10E+02 6.51E-16 r   4.6
6.07E+10 1.81E-05 3.29E+33 5.37E+05 2.50E+10 3.62E-04 1.10E+02 5.69E-16 r   4.6
6.08E+10 1.75E-05 3.29E+33 5.33E+05 2.41E+10 3.51E-04 1.11E+02 4.97E-16 r   4.6
6.08E+10 1.69E-05 3.29E+33 5.28E+05 2.33E+10 3.41E-04 1.11E+02 4.33E-16 r   4.6
6.09E+10 1.63E-05 3.29E+33 5.24E+05 2.24E+10 3.31E-04 1.12E+02 3.78E-16 r   4.6
6.10E+10 1.58E-05 3.29E+33 5.20E+05 2.16E+10 3.22E-04 1.13E+02 3.29E-16 r   4.6
6.10E+10 1.53E-05 3.29E+33 5.16E+05 2.08E+10 3.12E-04 1.13E+02 2.86E-16 r   4.6
6.11E+10 1.48E-05 3.29E+33 5.11E+05 2.00E+10 3.03E-04 1.14E+02 2.48E-16 r   4.6
6.12E+10 1.43E-05 3.29E+33 5.07E+05 1.92E+10 2.94E-04 1.14E+02 2.15E-16 r   4.6
6.13E+10 1.38E-05 3.29E+33 5.03E+05 1.85E+10 2.85E-04 1.15E+02 1.86E-16 r   4.6
6.13E+10 1.33E-05 3.29E+33 4.99E+05 1.78E+10 2.77E-04 1.15E+02 1.61E-16 r   4.6
6.14E+10 1.28E-05 3.29E+33 4.94E+05 1.71E+10 2.68E-04 1.16E+02 1.39E-16 r   4.6
6.15E+10 1.24E-05 3.29E+33 4.90E+05 1.65E+10 2.60E-04 1.17E+02 1.20E-16 r   4.6
6.15E+10 1.19E-05 3.29E+33 4.86E+05 1.58E+10 2.52E-04 1.17E+02 1.04E-16 r   4.6
6.16E+10 1.15E-05 3.29E+33 4.82E+05 1.52E+10 2.44E-04 1.18E+02 8.93E-17 r   4.6
6.17E+10 1.11E-05 3.29E+33 4.78E+05 1.46E+10 2.37E-04 1.18E+02 7.68E-17 r   4.6
6.18E+10 1.07E-05 3.29E+33 4.73E+05 1.40E+10 2.30E-04 1.19E+02 6.60E-17 r   4.6
6.18E+10 1.03E-05 3.29E+33 4.69E+05 1.35E+10 2.22E-04 1.20E+02 5.66E-17 r   4.6
6.19E+10 9.95E-06 3.29E+33 4.65E+05 1.29E+10 2.15E-04 1.20E+02 4.84E-17 r   4.6
6.20E+10 9.59E-06 3.29E+33 4.61E+05 1.24E+10 2.08E-04 1.21E+02 4.14E-17 r   4.6
6.20E+10 9.23E-06 3.29E+33 4.57E+05 1.19E+10 2.02E-04 1.22E+02 3.54E-17 r   4.6
6.21E+10 8.89E-06 3.29E+33 4.53E+05 1.14E+10 1.95E-04 1.22E+02 3.02E-17 r   4.6
6.22E+10 8.56E-06 3.29E+33 4.49E+05 1.09E+10 1.89E-04 1.23E+02 2.57E-17 r   4.6
6.22E+10 8.23E-06 3.29E+33 4.45E+05 1.05E+10 1.83E-04 1.24E+02 2.18E-17 r   4.6
6.23E+10 7.92E-06 3.29E+33 4.40E+05 1.01E+10 1.77E-04 1.24E+02 1.85E-17 r   4.6
6.24E+10 7.62E-06 3.29E+33 4.36E+05 9.63E+09 1.71E-04 1.25E+02 1.57E-17 r   4.6
6.25E+10 7.32E-06 3.29E+33 4.32E+05 9.23E+09 1.65E-04 1.26E+02 1.33E-17 r   4.6
6.25E+10 7.04E-06 3.29E+33 4.28E+05 8.83E+09 1.60E-04 1.27E+02 1.12E-17 r   4.6
6.26E+10 6.76E-06 3.29E+33 4.24E+05 8.46E+09 1.54E-04 1.27E+02 9.47E-18 r   4.6
6.27E+10 6.49E-06 3.29E+33 4.20E+05 8.09E+09 1.49E-04 1.28E+02 7.97E-18 r   4.6
6.27E+10 6.24E-06 3.29E+33 4.16E+05 7.74E+09 1.44E-04 1.29E+02 6.70E-18 r   4.6
6.28E+10 5.98E-06 3.29E+33 4.12E+05 7.40E+09 1.39E-04 1.30E+02 5.62E-18 r   4.6
6.29E+10 5.74E-06 3.29E+33 4.08E+05 7.07E+09 1.34E-04 1.30E+02 4.71E-18 r   4.6
6.30E+10 5.51E-06 3.29E+33 4.04E+05 6.76E+09 1.30E-04 1.31E+02 3.94E-18 r   4.6
6.30E+10 5.28E-06 3.29E+33 4.00E+05 6.46E+09 1.25E-04 1.32E+02 3.28E-18 r   4.6
6.31E+10 5.06E-06 3.29E+33 3.96E+05 6.17E+09 1.21E-04 1.33E+02 2.74E-18 r   4.6
6.32E+10 4.85E-06 3.29E+33 3.92E+05 5.89E+09 1.16E-04 1.34E+02 2.27E-18 r   4.6
6.32E+10 4.65E-06 3.29E+33 3.88E+05 5.62E+09 1.12E-04 1.34E+02 1.89E-18 r   4.6
6.33E+10 4.45E-06 3.29E+33 3.84E+05 5.36E+09 1.08E-04 1.35E+02 1.56E-18 r   4.6
6.34E+10 4.26E-06 3.29E+33 3.80E+05 5.11E+09 1.04E-04 1.36E+02 1.29E-18 r   4.6
6.35E+10 4.07E-06 3.29E+33 3.76E+05 4.87E+09 1.00E-04 1.37E+02 1.06E-18 r   4.6
6.35E+10 3.89E-06 3.29E+33 3.72E+05 4.64E+09 9.64E-05 1.38E+02 8.75E-19 r   4.6
6.36E+10 3.72E-06 3.29E+33 3.68E+05 4.42E+09 9.28E-05 1.39E+02 7.19E-19 r   4.6
6.37E+10 3.56E-06 3.29E+33 3.65E+05 4.21E+09 8.93E-05 1.40E+02 5.89E-19 r   4.6
6.37E+10 3.40E-06 3.29E+33 3.61E+05 4.00E+09 8.59E-05 1.40E+02 4.81E-19 r   4.6
6.38E+10 3.24E-06 3.29E+33 3.57E+05 3.81E+09 8.26E-05 1.41E+02 3.92E-19 r   4.6
6.39E+10 3.10E-06 3.29E+33 3.53E+05 3.62E+09 7.94E-05 1.42E+02 3.19E-19 r   4.6
6.40E+10 2.95E-06 3.29E+33 3.49E+05 3.44E+09 7.63E-05 1.43E+02 2.59E-19 r   4.6
6.40E+10 2.82E-06 3.29E+33 3.45E+05 3.27E+09 7.33E-05 1.44E+02 2.09E-19 r   4.6
6.41E+10 2.68E-06 3.29E+33 3.41E+05 3.10E+09 7.04E-05 1.45E+02 1.69E-19 r   4.6
6.42E+10 2.56E-06 3.29E+33 3.37E+05 2.95E+09 6.75E-05 1.46E+02 1.36E-19 r   4.6
6.42E+10 2.43E-06 3.29E+33 3.34E+05 2.79E+09 6.48E-05 1.47E+02 1.09E-19 r   4.6
6.43E+10 2.32E-06 3.29E+33 3.30E+05 2.65E+09 6.21E-05 1.48E+02 8.75E-20 r   4.6
6.44E+10 2.20E-06 3.29E+33 3.26E+05 2.51E+09 5.96E-05 1.49E+02 6.99E-20 r   4.6
6.45E+10 2.09E-06 3.29E+33 3.22E+05 2.38E+09 5.71E-05 1.50E+02 5.56E-20 r   4.6
6.45E+10 1.99E-06 3.29E+33 3.18E+05 2.25E+09 5.47E-05 1.52E+02 4.42E-20 r   4.6
6.46E+10 1.89E-06 3.29E+33 3.15E+05 2.13E+09 5.24E-05 1.53E+02 3.50E-20 r   4.6
6.47E+10 1.79E-06 3.29E+33 3.11E+05 2.02E+09 5.01E-05 1.54E+02 2.76E-20 r   4.6
6.47E+10 1.70E-06 3.29E+33 3.07E+05 1.90E+09 4.80E-05 1.55E+02 2.17E-20 r   4.6
6.48E+10 1.61E-06 3.29E+33 3.03E+05 1.80E+09 4.59E-05 1.56E+02 1.70E-20 r   4.6
6.49E+10 1.53E-06 3.29E+33 2.99E+05 1.70E+09 4.38E-05 1.57E+02 1.33E-20 r   4.6
6.49E+10 1.45E-06 3.29E+33 2.96E+05 1.60E+09 4.19E-05 1.58E+02 1.03E-20 r   4.6
6.50E+10 1.37E-06 3.29E+33 2.92E+05 1.51E+09 4.00E-05 1.60E+02 8.03E-21 r   4.6
6.51E+10 1.30E-06 3.29E+33 2.88E+05 1.42E+09 3.82E-05 1.61E+02 6.21E-21 r   4.6
6.52E+10 1.22E-06 3.29E+33 2.84E+05 1.34E+09 3.64E-05 1.62E+02 4.78E-21 r   4.6
6.52E+10 1.16E-06 3.29E+33 2.81E+05 1.26E+09 3.47E-05 1.64E+02 3.67E-21 r   4.6
6.53E+10 1.09E-06 3.29E+33 2.77E+05 1.19E+09 3.31E-05 1.65E+02 2.80E-21 r   4.6
6.54E+10 1.03E-06 3.29E+33 2.73E+05 1.12E+09 3.15E-05 1.66E+02 2.13E-21 r   4.6
6.54E+10 9.71E-07 3.29E+33 2.70E+05 1.05E+09 3.00E-05 1.68E+02 1.62E-21 r   4.6
6.55E+10 9.14E-07 3.29E+33 2.66E+05 9.84E+08 2.86E-05 1.69E+02 1.22E-21 r   4.6
6.56E+10 8.61E-07 3.29E+33 2.62E+05 9.23E+08 2.72E-05 1.70E+02 9.17E-22 r   4.6
6.57E+10 8.09E-07 3.29E+33 2.59E+05 8.65E+08 2.58E-05 1.72E+02 6.86E-22 r   4.6
6.57E+10 7.61E-07 3.29E+33 2.55E+05 8.10E+08 2.45E-05 1.73E+02 5.11E-22 r   4.6
6.58E+10 7.14E-07 3.29E+33 2.51E+05 7.58E+08 2.33E-05 1.75E+02 3.79E-22 r   4.6
6.59E+10 6.70E-07 3.29E+33 2.48E+05 7.08E+08 2.21E-05 1.76E+02 2.79E-22 r   4.6
6.59E+10 6.28E-07 3.29E+33 2.44E+05 6.62E+08 2.09E-05 1.78E+02 2.05E-22 r   4.6
6.60E+10 5.88E-07 3.29E+33 2.40E+05 6.18E+08 1.98E-05 1.80E+02 1.49E-22 r   4.6
6.61E+10 5.51E-07 3.29E+33 2.37E+05 5.76E+08 1.88E-05 1.81E+02 1.08E-22 r   4.6
6.62E+10 5.15E-07 3.29E+33 2.33E+05 5.36E+08 1.77E-05 1.83E+02 7.83E-23 r   4.6
6.62E+10 4.81E-07 3.29E+33 2.30E+05 4.99E+08 1.68E-05 1.85E+02 5.62E-23 r   4.6
6.63E+10 4.49E-07 3.29E+33 2.26E+05 4.64E+08 1.58E-05 1.87E+02 4.00E-23 r   4.6
6.64E+10 4.18E-07 3.29E+33 2.22E+05 4.31E+08 1.50E-05 1.88E+02 2.84E-23 r   4.6
6.64E+10 3.90E-07 3.29E+33 2.19E+05 4.00E+08 1.41E-05 1.90E+02 2.00E-23 r   4.6
6.65E+10 3.62E-07 3.29E+33 2.15E+05 3.71E+08 1.33E-05 1.92E+02 1.40E-23 r   4.6
6.66E+10 3.37E-07 3.29E+33 2.12E+05 3.44E+08 1.25E-05 1.94E+02 9.72E-24 r   4.6
6.67E+10 3.13E-07 3.29E+33 2.08E+05 3.18E+08 1.18E-05 1.96E+02 6.71E-24 r   4.6
6.67E+10 2.90E-07 3.29E+33 2.05E+05 2.94E+08 1.11E-05 1.98E+02 4.59E-24 r   4.6
6.68E+10 2.68E-07 3.29E+33 2.01E+05 2.71E+08 1.04E-05 2.00E+02 3.12E-24 r   4.6
6.69E+10 2.48E-07 3.29E+33 1.97E+05 2.50E+08 9.74E-06 2.02E+02 2.10E-24 r   4.6
6.69E+10 2.29E-07 3.29E+33 1.94E+05 2.30E+08 9.12E-06 2.05E+02 1.41E-24 r   4.6
6.70E+10 2.11E-07 3.29E+33 1.90E+05 2.11E+08 8.54E-06 2.07E+02 9.33E-25 r   4.6
6.71E+10 1.95E-07 3.29E+33 1.87E+05 1.94E+08 7.98E-06 2.09E+02 6.13E-25 r   4.6
6.72E+10 1.79E-07 3.29E+33 1.83E+05 1.78E+08 7.46E-06 2.12E+02 3.99E-25 r   4.6
6.72E+10 1.65E-07 3.29E+33 1.80E+05 1.63E+08 6.96E-06 2.14E+02 2.57E-25 r   4.6
6.73E+10 1.51E-07 3.29E+33 1.76E+05 1.49E+08 6.48E-06 2.17E+02 1.64E-25 r   4.6
6.74E+10 1.38E-07 3.29E+33 1.73E+05 1.36E+08 6.03E-06 2.19E+02 1.04E-25 r   4.6
6.74E+10 1.26E-07 3.29E+33 1.69E+05 1.24E+08 5.61E-06 2.22E+02 6.47E-26 r   4.6
6.75E+10 1.15E-07 3.29E+33 1.66E+05 1.12E+08 5.20E-06 2.25E+02 4.00E-26 r   4.6
6.76E+10 1.05E-07 3.29E+33 1.63E+05 1.02E+08 4.82E-06 2.28E+02 2.44E-26 r   4.6
6.76E+10 9.55E-08 3.29E+33 1.59E+05 9.25E+07 4.46E-06 2.31E+02 1.47E-26 r   4.6
6.77E+10 8.67E-08 3.29E+33 1.56E+05 8.36E+07 4.13E-06 2.34E+02 8.74E-27 r   4.6
6.78E+10 7.85E-08 3.29E+33 1.52E+05 7.55E+07 3.81E-06 2.37E+02 5.13E-27 r   4.6
6.79E+10 7.10E-08 3.29E+33 1.49E+05 6.80E+07 3.51E-06 2.40E+02 2.97E-27 r   4.6
6.79E+10 6.40E-08 3.29E+33 1.45E+05 6.11E+07 3.22E-06 2.44E+02 1.69E-27 r   4.6
6.80E+10 5.76E-08 3.29E+33 1.42E+05 5.48E+07 2.96E-06 2.47E+02 9.47E-28 r   4.6
6.81E+10 5.17E-08 3.29E+33 1.39E+05 4.90E+07 2.71E-06 2.51E+02 5.22E-28 r   4.6
6.81E+10 4.63E-08 3.29E+33 1.35E+05 4.38E+07 2.48E-06 2.55E+02 2.82E-28 r   4.6
6.82E+10 4.14E-08 3.29E+33 1.32E+05 3.89E+07 2.26E-06 2.59E+02 1.50E-28 r   4.6
6.83E+10 3.68E-08 3.29E+33 1.29E+05 3.46E+07 2.06E-06 2.63E+02 7.82E-29 r   4.6
6.84E+10 3.27E-08 3.29E+33 1.25E+05 3.06E+07 1.87E-06 2.67E+02 3.99E-29 r   4.6
6.84E+10 2.90E-08 3.29E+33 1.22E+05 2.70E+07 1.70E-06 2.71E+02 1.99E-29 r   4.6
6.85E+10 2.56E-08 3.29E+33 1.18E+05 2.37E+07 1.53E-06 2.76E+02 9.71E-30 r   4.6
6.86E+10 2.25E-08 3.29E+33 1.15E+05 2.08E+07 1.38E-06 2.81E+02 4.62E-30 r   4.6
6.86E+10 1.97E-08 3.29E+33 1.12E+05 1.82E+07 1.24E-06 2.86E+02 2.14E-30 r   4.6
6.87E+10 1.72E-08 3.29E+33 1.08E+05 1.58E+07 1.12E-06 2.91E+02 9.63E-31 r   4.6
6.88E+10 1.50E-08 3.29E+33 1.05E+05 1.37E+07 9.98E-07 2.97E+02 4.21E-31 r   4.6
6.89E+10 1.30E-08 3.29E+33 1.02E+05 1.18E+07 8.89E-07 3.02E+02 1.78E-31 r   4.6
6.89E+10 1.12E-08 3.29E+33 9.86E+04 1.02E+07 7.89E-07 3.08E+02 7.26E-32 r   4.6
6.90E+10 9.61E-09 3.29E+33 9.53E+04 8.71E+06 6.98E-07 3.15E+02 2.86E-32 r   4.6
6.91E+10 8.21E-09 3.29E+33 9.20E+04 7.41E+06 6.15E-07 3.21E+02 1.08E-32 r   4.6
6.91E+10 6.97E-09 3.29E+33 8.87E+04 6.27E+06 5.39E-07 3.29E+02 3.91E-33 r   4.6
6.92E+10 5.89E-09 3.29E+33 8.55E+04 5.28E+06 4.71E-07 3.36E+02 1.35E-33 r   4.6
6.93E+10 4.94E-09 3.29E+33 8.22E+04 4.41E+06 4.09E-07 3.44E+02 4.43E-34 r   4.6
6.94E+10 4.12E-09 3.29E+33 7.90E+04 3.67E+06 3.54E-07 3.53E+02 1.37E-34 r   4.6
6.94E+10 3.41E-09 3.29E+33 7.57E+04 3.02E+06 3.04E-07 3.62E+02 4.01E-35 r   4.6
6.95E+10 2.80E-09 3.29E+33 7.25E+04 2.47E+06 2.59E-07 3.71E+02 1.09E-35 r   4.6
6.96E+10 2.28E-09 3.29E+33 6.93E+04 2.01E+06 2.20E-07 3.82E+02 2.78E-36 r   4.6
6.96E+10 1.84E-09 3.29E+33 6.61E+04 1.61E+06 1.85E-07 3.93E+02 6.50E-37 r   4.6
6.97E+10 1.47E-09 3.29E+33 6.29E+04 1.28E+06 1.55E-07 4.05E+02 1.39E-37 r   4.6
6.98E+10 1.16E-09 3.29E+33 5.97E+04 1.01E+06 1.28E-07 4.17E+02 2.68E-38 r   4.6
6.99E+10 9.09E-10 3.29E+33 5.65E+04 7.85E+05 1.05E-07 4.31E+02 4.63E-39 r   4.6
6.99E+10 7.01E-10 3.29E+33 5.33E+04 6.02E+05 8.53E-08 4.47E+02 7.05E-40 r   4.6
7.00E+10 5.32E-10 3.29E+33 5.02E+04 4.54E+05 6.83E-08 4.63E+02 9.28E-41 r   4.6
7.01E+10 3.98E-10 3.29E+33 4.70E+04 3.37E+05 5.40E-08 4.81E+02 1.04E-41 r   4.6
7.01E+10 2.93E-10 3.29E+33 4.39E+04 2.45E+05 4.20E-08 5.01E+02 9.61E-43 r   4.6
7.02E+10 2.11E-10 3.29E+33 4.08E+04 1.74E+05 3.21E-08 5.22E+02 7.20E-44 r   4.7
7.03E+10 1.49E-10 3.29E+33 3.77E+04 1.21E+05 2.40E-08 5.45E+02 4.25E-45 r   4.8
7.03E+10 1.03E-10 3.29E+33 3.47E+04 8.16E+04 1.76E-08 5.66E+02 1.94E-46 r   4.7
7.04E+10 6.42E-11 3.29E+33 3.12E+04 4.97E+04 1.19E-08 6.00E+02 3.35E-48 r   4.7
7.05E+10 3.78E-11 3.29E+33 2.77E+04 2.85E+04 7.63E-09 6.39E+02 3.05E-50 r   4.7
7.06E+10 2.08E-11 3.29E+33 2.42E+04 1.52E+04 4.63E-09 6.86E+02 1.20E-52 r   4.7
7.06E+10 1.04E-11 3.29E+33 2.07E+04 7.34E+03 2.59E-09 7.42E+02 1.52E-55 r   4.7
7.07E+10 4.64E-12 3.29E+33 1.73E+04 3.09E+03 1.30E-09 8.11E+02 3.69E-59 r   4.8
7.08E+10 1.73E-12 3.29E+33 1.38E+04 1.06E+03 5.52E-10 8.96E+02 7.15E-64 r   4.8
7.08E+10 4.88E-13 3.29E+33 1.03E+04 2.65E+02 1.79E-10 1.00E+03 1.85E-70 r   4.9
7.09E+10 8.52E-14 3.29E+33 6.89E+03 3.65E+01 3.50E-11 1.13E+03 7.95E-81 r   4.6
7.10E+10 6.11E-15 3.29E+33 3.44E+03 1.55E+00 2.72E-12 1.65E+03 8.01E-102 r   4.2
7.11E+10 0.00E+00 3.29E+33 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 r   4.2
