A Homogeneous Main-Sequence Model
 The surface conditions are:        The central conditions are:
 Mtot =  1.000000E+00 Msun          Mc/Mtot     =  4.00418E-04
 Rtot =  1.020998E+00 Rsun          Rc/Rtot     =  1.90000E-02
 Ltot =  8.607100E-01 Lsun          Lc/Ltot     =  7.67225E-02
 Teff =  5.500200E+03 K             Density     =  7.72529E+01
 X    =  7.000000E-01               Temperature =  1.41421E+07
 Y    =  2.920000E-01               Pressure    =  1.46284E+17 dynes/cm**2
 Z    =  8.000000E-03               epsilon     =  3.17232E+02 ergs/s/g
                                    dlnP/dlnT   =  2.49808E+00
Notes:
 (1) Mass is listed as Qm = 1.0 - M_r/Mtot, where Mtot =     1.989e+33
 (2) Convective zones are indicated by c, radiative zones by r
 (3) dlnP/dlnT may be limited to +99.9 or -99.9# if so it is
 labeled by *
   r        Qm       L_r       T        P        rho      kap      eps     dlPdlT
6.59E+10 4.35E-06 3.29E+33 2.41E+05 4.59E+09 1.42E-04 2.45E+01 1.13E-21 r   4.6
6.59E+10 4.08E-06 3.29E+33 2.37E+05 4.29E+09 1.35E-04 2.47E+01 8.27E-22 r   4.6
6.60E+10 3.82E-06 3.29E+33 2.34E+05 4.01E+09 1.28E-04 2.49E+01 6.03E-22 r   4.6
6.61E+10 3.58E-06 3.29E+33 2.30E+05 3.74E+09 1.21E-04 2.52E+01 4.37E-22 r   4.6
6.62E+10 3.34E-06 3.29E+33 2.27E+05 3.48E+09 1.14E-04 2.54E+01 3.15E-22 r   4.6
6.62E+10 3.13E-06 3.29E+33 2.23E+05 3.24E+09 1.08E-04 2.56E+01 2.26E-22 r   4.6
6.63E+10 2.92E-06 3.29E+33 2.20E+05 3.02E+09 1.02E-04 2.59E+01 1.61E-22 r   4.6
6.64E+10 2.72E-06 3.29E+33 2.16E+05 2.81E+09 9.66E-05 2.61E+01 1.14E-22 r   4.6
6.64E+10 2.54E-06 3.29E+33 2.13E+05 2.60E+09 9.12E-05 2.64E+01 8.00E-23 r   4.6
6.65E+10 2.36E-06 3.29E+33 2.09E+05 2.42E+09 8.59E-05 2.66E+01 5.59E-23 r   4.6
6.66E+10 2.19E-06 3.29E+33 2.06E+05 2.24E+09 8.10E-05 2.69E+01 3.88E-23 r   4.6
6.67E+10 2.04E-06 3.29E+33 2.03E+05 2.07E+09 7.62E-05 2.71E+01 2.67E-23 r   4.6
6.67E+10 1.89E-06 3.29E+33 1.99E+05 1.91E+09 7.16E-05 2.74E+01 1.83E-23 r   4.6
6.68E+10 1.75E-06 3.29E+33 1.96E+05 1.77E+09 6.73E-05 2.77E+01 1.24E-23 r   4.6
6.69E+10 1.62E-06 3.29E+33 1.92E+05 1.63E+09 6.32E-05 2.80E+01 8.35E-24 r   4.6
6.69E+10 1.50E-06 3.29E+33 1.89E+05 1.50E+09 5.92E-05 2.83E+01 5.57E-24 r   4.6
6.70E+10 1.38E-06 3.29E+33 1.85E+05 1.38E+09 5.55E-05 2.86E+01 3.69E-24 r   4.6
6.71E+10 1.27E-06 3.29E+33 1.82E+05 1.27E+09 5.19E-05 2.89E+01 2.42E-24 r   4.6
6.72E+10 1.17E-06 3.29E+33 1.79E+05 1.16E+09 4.85E-05 2.92E+01 1.57E-24 r   4.6
6.72E+10 1.08E-06 3.29E+33 1.75E+05 1.06E+09 4.53E-05 2.96E+01 1.01E-24 r   4.6
6.73E+10 9.88E-07 3.29E+33 1.72E+05 9.73E+08 4.22E-05 2.99E+01 6.44E-25 r   4.6
6.74E+10 9.06E-07 3.29E+33 1.68E+05 8.89E+08 3.93E-05 3.02E+01 4.06E-25 r   4.6
6.74E+10 8.28E-07 3.29E+33 1.65E+05 8.10E+08 3.66E-05 3.06E+01 2.53E-25 r   4.6
6.75E+10 7.56E-07 3.29E+33 1.62E+05 7.37E+08 3.39E-05 3.10E+01 1.56E-25 r   4.6
6.76E+10 6.89E-07 3.29E+33 1.58E+05 6.69E+08 3.15E-05 3.14E+01 9.49E-26 r   4.6
6.76E+10 6.27E-07 3.29E+33 1.55E+05 6.07E+08 2.92E-05 3.18E+01 5.71E-26 r   4.6
6.77E+10 5.69E-07 3.29E+33 1.52E+05 5.49E+08 2.70E-05 3.22E+01 3.38E-26 r   4.6
6.78E+10 5.16E-07 3.29E+33 1.48E+05 4.96E+08 2.49E-05 3.26E+01 1.98E-26 r   4.6
6.79E+10 4.66E-07 3.29E+33 1.45E+05 4.47E+08 2.29E-05 3.30E+01 1.14E-26 r   4.6
6.79E+10 4.21E-07 3.29E+33 1.42E+05 4.02E+08 2.11E-05 3.35E+01 6.48E-27 r   4.6
6.80E+10 3.79E-07 3.29E+33 1.38E+05 3.60E+08 1.94E-05 3.40E+01 3.62E-27 r   4.6
6.81E+10 3.40E-07 3.29E+33 1.35E+05 3.23E+08 1.78E-05 3.45E+01 1.99E-27 r   4.6
6.81E+10 3.05E-07 3.29E+33 1.32E+05 2.88E+08 1.63E-05 3.50E+01 1.07E-27 r   4.6
6.82E+10 2.72E-07 3.29E+33 1.29E+05 2.56E+08 1.49E-05 3.55E+01 5.68E-28 r   4.6
6.83E+10 2.43E-07 3.29E+33 1.25E+05 2.28E+08 1.35E-05 3.60E+01 2.95E-28 r   4.6
6.84E+10 2.16E-07 3.29E+33 1.22E+05 2.02E+08 1.23E-05 3.66E+01 1.50E-28 r   4.6
6.84E+10 1.91E-07 3.29E+33 1.19E+05 1.78E+08 1.12E-05 3.72E+01 7.45E-29 r   4.6
6.85E+10 1.69E-07 3.29E+33 1.15E+05 1.57E+08 1.01E-05 3.78E+01 3.61E-29 r   4.6
6.86E+10 1.48E-07 3.29E+33 1.12E+05 1.37E+08 9.11E-06 3.85E+01 1.71E-29 r   4.6
6.86E+10 1.30E-07 3.29E+33 1.09E+05 1.20E+08 8.20E-06 3.91E+01 7.87E-30 r   4.6
6.87E+10 1.14E-07 3.29E+33 1.06E+05 1.04E+08 7.35E-06 3.99E+01 3.52E-30 r   4.6
6.88E+10 9.89E-08 3.29E+33 1.02E+05 9.05E+07 6.58E-06 4.06E+01 1.53E-30 r   4.6
6.89E+10 8.57E-08 3.29E+33 9.93E+04 7.82E+07 5.86E-06 4.14E+01 6.42E-31 r   4.6
6.89E+10 7.39E-08 3.29E+33 9.60E+04 6.72E+07 5.21E-06 4.22E+01 2.60E-31 r   4.6
6.90E+10 6.34E-08 3.29E+33 9.28E+04 5.74E+07 4.61E-06 4.31E+01 1.01E-31 r   4.6
6.91E+10 5.42E-08 3.29E+33 8.96E+04 4.89E+07 4.06E-06 4.40E+01 3.80E-32 r   4.6
6.91E+10 4.60E-08 3.29E+33 8.64E+04 4.14E+07 3.56E-06 4.49E+01 1.36E-32 r   4.6
6.92E+10 3.88E-08 3.29E+33 8.32E+04 3.48E+07 3.11E-06 4.60E+01 4.65E-33 r   4.6
6.93E+10 3.26E-08 3.29E+33 8.01E+04 2.91E+07 2.70E-06 4.70E+01 1.50E-33 r   4.6
6.94E+10 2.72E-08 3.29E+33 7.69E+04 2.41E+07 2.34E-06 4.82E+01 4.60E-34 r   4.6
6.94E+10 2.25E-08 3.29E+33 7.37E+04 1.99E+07 2.01E-06 4.94E+01 1.32E-34 r   4.6
6.95E+10 1.84E-08 3.29E+33 7.05E+04 1.63E+07 1.71E-06 5.07E+01 3.55E-35 r   4.6
6.96E+10 1.50E-08 3.29E+33 6.74E+04 1.32E+07 1.45E-06 5.21E+01 8.83E-36 r   4.6
6.96E+10 1.21E-08 3.29E+33 6.42E+04 1.06E+07 1.22E-06 5.37E+01 2.02E-36 r   4.6
6.97E+10 9.65E-09 3.29E+33 6.11E+04 8.40E+06 1.02E-06 5.53E+01 4.20E-37 r   4.6
6.98E+10 7.62E-09 3.29E+33 5.80E+04 6.59E+06 8.45E-07 5.71E+01 7.87E-38 r   4.6
6.99E+10 5.94E-09 3.29E+33 5.48E+04 5.11E+06 6.92E-07 5.90E+01 1.31E-38 r   4.6
6.99E+10 4.57E-09 3.29E+33 5.17E+04 3.90E+06 5.61E-07 6.11E+01 1.91E-39 r   4.6
7.00E+10 3.46E-09 3.29E+33 4.86E+04 2.93E+06 4.48E-07 6.34E+01 2.39E-40 r   4.6
7.01E+10 2.58E-09 3.29E+33 4.55E+04 2.16E+06 3.53E-07 6.60E+01 2.50E-41 r   4.6
7.01E+10 1.90E-09 3.29E+33 4.24E+04 1.56E+06 2.74E-07 6.89E+01 2.14E-42 r   4.6
7.02E+10 1.36E-09 3.29E+33 3.93E+04 1.10E+06 2.09E-07 7.21E+01 1.44E-43 r   4.6
7.03E+10 9.63E-10 3.29E+33 3.62E+04 7.58E+05 1.55E-07 7.57E+01 7.27E-45 r   4.6
7.03E+10 6.68E-10 3.29E+33 3.32E+04 5.04E+05 1.13E-07 7.99E+01 2.61E-46 r   4.7
7.04E+10 4.17E-10 3.29E+33 2.98E+04 3.07E+05 7.64E-08 8.48E+01 4.25E-48 r   4.7
7.05E+10 2.47E-10 3.29E+33 2.65E+04 1.76E+05 4.94E-08 9.06E+01 3.64E-50 r   4.7
7.06E+10 1.37E-10 3.29E+33 2.31E+04 9.41E+04 3.02E-08 9.75E+01 1.34E-52 r   4.7
7.06E+10 6.92E-11 3.29E+33 1.98E+04 4.55E+04 1.70E-08 1.06E+02 1.54E-55 r   4.7
7.07E+10 3.11E-11 3.29E+33 1.65E+04 1.92E+04 8.61E-09 1.17E+02 3.36E-59 r   4.7
7.08E+10 1.18E-11 3.29E+33 1.32E+04 6.64E+03 3.72E-09 1.30E+02 5.65E-64 r   4.8
7.08E+10 3.40E-12 3.29E+33 9.88E+03 1.66E+03 1.24E-09 1.48E+02 1.20E-70 r   4.9
7.09E+10 6.08E-13 3.29E+33 6.58E+03 2.26E+02 2.52E-10 1.72E+02 3.79E-81 r   4.8
7.10E+10 3.94E-14 3.29E+33 3.29E+03 7.97E+00 1.75E-11 2.30E+02 1.67E-102 r   4.2
7.11E+10 0.00E+00 3.29E+33 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 r   4.2
