   r        Qm       L_r       T        P        rho      kap      eps  zone dlPdlT
2.76E+09 1.00E+00 5.00E+35 2.94E+07 6.54E+16 1.61E+01 3.60E-01 1.45E+04 c   2.4
4.49E+09 9.99E-01 5.67E+35 2.93E+07 6.49E+16 1.61E+01 3.60E-01 1.38E+04 c   2.4
6.22E+09 9.99E-01 7.00E+35 2.92E+07 6.43E+16 1.60E+01 3.60E-01 1.29E+04 c   2.4
7.94E+09 9.97E-01 9.13E+35 2.90E+07 6.34E+16 1.59E+01 3.61E-01 1.17E+04 c   2.4
9.67E+09 9.95E-01 1.21E+36 2.88E+07 6.23E+16 1.57E+01 3.61E-01 1.04E+04 c   2.4
1.14E+10 9.92E-01 1.57E+36 2.86E+07 6.11E+16 1.55E+01 3.61E-01 9.00E+03 c   2.4
1.31E+10 9.88E-01 1.99E+36 2.83E+07 5.96E+16 1.53E+01 3.62E-01 7.61E+03 c   2.4
1.48E+10 9.82E-01 2.43E+36 2.80E+07 5.80E+16 1.51E+01 3.62E-01 6.29E+03 c   2.4
1.66E+10 9.75E-01 2.88E+36 2.76E+07 5.63E+16 1.48E+01 3.63E-01 5.07E+03 c   2.4
1.83E+10 9.67E-01 3.32E+36 2.73E+07 5.44E+16 1.45E+01 3.64E-01 3.98E+03 c   2.4
2.00E+10 9.58E-01 3.72E+36 2.68E+07 5.24E+16 1.42E+01 3.65E-01 3.05E+03 c   2.4
2.18E+10 9.47E-01 4.07E+36 2.64E+07 5.03E+16 1.39E+01 3.65E-01 2.28E+03 c   2.4
2.35E+10 9.34E-01 4.37E+36 2.59E+07 4.81E+16 1.35E+01 3.67E-01 1.66E+03 c   2.4
2.52E+10 9.19E-01 4.61E+36 2.54E+07 4.58E+16 1.32E+01 3.68E-01 1.18E+03 c   2.4
2.69E+10 9.03E-01 4.80E+36 2.49E+07 4.35E+16 1.28E+01 3.69E-01 8.15E+02 c   2.4
2.87E+10 8.86E-01 4.94E+36 2.43E+07 4.12E+16 1.24E+01 3.71E-01 5.49E+02 c   2.4
3.04E+10 8.66E-01 5.04E+36 2.37E+07 3.88E+16 1.20E+01 3.72E-01 3.61E+02 c   2.4
3.21E+10 8.46E-01 5.12E+36 2.31E+07 3.64E+16 1.15E+01 3.74E-01 2.32E+02 c   2.5
3.38E+10 8.23E-01 5.17E+36 2.25E+07 3.41E+16 1.11E+01 3.77E-01 1.46E+02 c   2.5
3.56E+10 8.00E-01 5.20E+36 2.19E+07 3.17E+16 1.06E+01 3.79E-01 9.03E+01 c   2.5
3.73E+10 7.74E-01 5.22E+36 2.12E+07 2.94E+16 1.02E+01 3.82E-01 5.53E+01 c   2.4
3.90E+10 7.48E-01 5.23E+36 2.05E+07 2.72E+16 9.73E+00 3.85E-01 3.35E+01 r   2.5
4.07E+10 7.21E-01 5.24E+36 1.98E+07 2.50E+16 9.26E+00 3.89E-01 2.09E+01 r   2.6
4.25E+10 6.92E-01 5.25E+36 1.92E+07 2.29E+16 8.78E+00 3.92E-01 1.35E+01 r   2.7
4.42E+10 6.63E-01 5.25E+36 1.86E+07 2.09E+16 8.28E+00 3.96E-01 9.02E+00 r   2.8
4.59E+10 6.33E-01 5.25E+36 1.79E+07 1.90E+16 7.79E+00 4.00E-01 6.27E+00 r   2.9
4.77E+10 6.03E-01 5.26E+36 1.73E+07 1.72E+16 7.30E+00 4.03E-01 4.51E+00 r   3.0
4.94E+10 5.73E-01 5.26E+36 1.68E+07 1.55E+16 6.81E+00 4.07E-01 3.34E+00 r   3.1
5.11E+10 5.43E-01 5.26E+36 1.62E+07 1.39E+16 6.33E+00 4.11E-01 2.52E+00 r   3.2
5.28E+10 5.13E-01 5.26E+36 1.56E+07 1.24E+16 5.87E+00 4.15E-01 1.93E+00 r   3.3
5.46E+10 4.84E-01 5.26E+36 1.51E+07 1.11E+16 5.42E+00 4.20E-01 1.49E+00 r   3.3
5.63E+10 4.55E-01 5.26E+36 1.46E+07 9.84E+15 4.99E+00 4.24E-01 1.16E+00 r   3.4
5.80E+10 4.26E-01 5.26E+36 1.41E+07 8.71E+15 4.58E+00 4.28E-01 9.02E-01 r   3.5
5.97E+10 3.99E-01 5.26E+36 1.36E+07 7.69E+15 4.19E+00 4.33E-01 7.02E-01 r   3.5
6.15E+10 3.72E-01 5.26E+36 1.31E+07 6.77E+15 3.82E+00 4.37E-01 5.45E-01 r   3.6
6.32E+10 3.46E-01 5.26E+36 1.26E+07 5.94E+15 3.48E+00 4.42E-01 4.22E-01 r   3.7
6.49E+10 3.21E-01 5.26E+36 1.22E+07 5.20E+15 3.16E+00 4.46E-01 3.26E-01 r   3.7
6.66E+10 2.98E-01 5.26E+36 1.17E+07 4.54E+15 2.86E+00 4.51E-01 2.51E-01 r   3.8
6.84E+10 2.75E-01 5.26E+36 1.13E+07 3.96E+15 2.59E+00 4.56E-01 1.92E-01 r   3.8
7.01E+10 2.54E-01 5.26E+36 1.09E+07 3.44E+15 2.33E+00 4.61E-01 1.47E-01 r   3.8
7.18E+10 2.34E-01 5.26E+36 1.05E+07 2.98E+15 2.10E+00 4.65E-01 1.11E-01 r   3.9
7.35E+10 2.15E-01 5.26E+36 1.01E+07 2.58E+15 1.88E+00 4.70E-01 8.42E-02 r   3.9
7.53E+10 1.97E-01 5.26E+36 9.74E+06 2.23E+15 1.69E+00 4.75E-01 6.34E-02 r   4.0
7.70E+10 1.80E-01 5.26E+36 9.38E+06 1.92E+15 1.51E+00 4.81E-01 4.75E-02 r   4.0
7.87E+10 1.64E-01 5.26E+36 9.03E+06 1.65E+15 1.35E+00 4.86E-01 3.54E-02 r   4.0
8.05E+10 1.49E-01 5.26E+36 8.70E+06 1.42E+15 1.20E+00 4.91E-01 2.63E-02 r   4.0
8.22E+10 1.36E-01 5.26E+36 8.37E+06 1.21E+15 1.07E+00 4.96E-01 1.94E-02 r   4.1
8.39E+10 1.23E-01 5.26E+36 8.06E+06 1.04E+15 9.53E-01 5.02E-01 1.42E-02 r   4.1
8.56E+10 1.11E-01 5.26E+36 7.75E+06 8.86E+14 8.45E-01 5.07E-01 1.04E-02 r   4.1
8.74E+10 1.00E-01 5.26E+36 7.45E+06 7.55E+14 7.49E-01 5.13E-01 7.55E-03 r   4.1
8.91E+10 9.04E-02 5.26E+36 7.17E+06 6.43E+14 6.63E-01 5.19E-01 5.46E-03 r   4.2
9.08E+10 8.13E-02 5.26E+36 6.89E+06 5.46E+14 5.85E-01 5.25E-01 3.92E-03 r   4.2
9.25E+10 7.29E-02 5.26E+36 6.62E+06 4.63E+14 5.16E-01 5.31E-01 2.80E-03 r   4.2
9.43E+10 6.52E-02 5.26E+36 6.36E+06 3.92E+14 4.55E-01 5.37E-01 1.99E-03 r   4.2
9.60E+10 5.82E-02 5.26E+36 6.11E+06 3.31E+14 4.00E-01 5.44E-01 1.40E-03 r   4.2
9.77E+10 5.18E-02 5.26E+36 5.87E+06 2.79E+14 3.51E-01 5.50E-01 9.80E-04 r   4.2
9.94E+10 4.60E-02 5.26E+36 5.64E+06 2.35E+14 3.07E-01 5.57E-01 6.82E-04 r   4.2
1.01E+11 4.07E-02 5.26E+36 5.41E+06 1.97E+14 2.69E-01 5.64E-01 4.71E-04 r   4.3
1.03E+11 3.60E-02 5.26E+36 5.19E+06 1.65E+14 2.35E-01 5.72E-01 3.22E-04 r   4.3
1.05E+11 3.17E-02 5.26E+36 4.97E+06 1.38E+14 2.05E-01 5.79E-01 2.19E-04 r   4.3
1.06E+11 2.78E-02 5.26E+36 4.77E+06 1.15E+14 1.78E-01 5.87E-01 1.48E-04 r   4.3
1.08E+11 2.43E-02 5.26E+36 4.57E+06 9.56E+13 1.55E-01 5.95E-01 9.86E-05 r   4.3
1.10E+11 2.12E-02 5.26E+36 4.37E+06 7.93E+13 1.34E-01 6.03E-01 6.52E-05 r   4.3
1.12E+11 1.84E-02 5.26E+36 4.18E+06 6.56E+13 1.16E-01 6.12E-01 4.27E-05 r   4.3
1.13E+11 1.60E-02 5.26E+36 4.00E+06 5.41E+13 9.97E-02 6.21E-01 2.76E-05 r   4.3
