   r        Qm       L_r       T        P        rho      kap      eps  zone dlPdlT
3.55E+09 1.00E+00 2.34E+36 3.29E+07 3.87E+16 8.12E+00 3.47E-01 4.06E+04 c   2.3
5.91E+09 1.00E+00 2.56E+36 3.28E+07 3.85E+16 8.10E+00 3.47E-01 3.90E+04 c   2.3
8.27E+09 9.99E-01 3.02E+36 3.27E+07 3.82E+16 8.06E+00 3.48E-01 3.69E+04 c   2.3
1.06E+10 9.98E-01 3.78E+36 3.25E+07 3.78E+16 8.02E+00 3.48E-01 3.42E+04 c   2.3
1.30E+10 9.96E-01 4.86E+36 3.23E+07 3.72E+16 7.96E+00 3.48E-01 3.11E+04 c   2.3
1.54E+10 9.94E-01 6.26E+36 3.21E+07 3.67E+16 7.90E+00 3.48E-01 2.77E+04 c   2.3
1.77E+10 9.91E-01 7.92E+36 3.19E+07 3.60E+16 7.82E+00 3.48E-01 2.43E+04 c   2.3
2.01E+10 9.87E-01 9.78E+36 3.16E+07 3.52E+16 7.74E+00 3.48E-01 2.08E+04 c   2.3
2.25E+10 9.81E-01 1.18E+37 3.12E+07 3.43E+16 7.64E+00 3.48E-01 1.75E+04 c   2.3
2.48E+10 9.75E-01 1.38E+37 3.09E+07 3.34E+16 7.53E+00 3.49E-01 1.44E+04 c   2.3
2.72E+10 9.67E-01 1.57E+37 3.05E+07 3.24E+16 7.42E+00 3.49E-01 1.16E+04 c   2.3
2.95E+10 9.59E-01 1.75E+37 3.00E+07 3.14E+16 7.29E+00 3.49E-01 9.19E+03 c   2.3
3.19E+10 9.48E-01 1.92E+37 2.96E+07 3.03E+16 7.15E+00 3.50E-01 7.10E+03 c   2.3
3.43E+10 9.37E-01 2.06E+37 2.91E+07 2.91E+16 7.01E+00 3.50E-01 5.36E+03 c   2.3
3.66E+10 9.24E-01 2.18E+37 2.86E+07 2.79E+16 6.85E+00 3.50E-01 3.96E+03 c   2.4
3.90E+10 9.09E-01 2.28E+37 2.80E+07 2.67E+16 6.69E+00 3.51E-01 2.85E+03 c   2.4
4.14E+10 8.93E-01 2.35E+37 2.75E+07 2.54E+16 6.52E+00 3.52E-01 2.01E+03 c   2.4
4.37E+10 8.76E-01 2.41E+37 2.69E+07 2.41E+16 6.34E+00 3.52E-01 1.38E+03 c   2.4
4.61E+10 8.57E-01 2.45E+37 2.62E+07 2.28E+16 6.15E+00 3.53E-01 9.23E+02 c   2.4
