   r        Qm       L_r       T        P        rho      kap      eps  zone dlPdlT
3.51E+09 1.00E+00 1.30E+36 3.13E+07 4.84E+16 1.10E+01 3.51E-01 2.63E+04 c   2.4
5.58E+09 9.99E-01 1.45E+36 3.12E+07 4.80E+16 1.09E+01 3.51E-01 2.51E+04 c   2.4
7.64E+09 9.99E-01 1.76E+36 3.11E+07 4.76E+16 1.09E+01 3.52E-01 2.35E+04 c   2.4
9.71E+09 9.97E-01 2.23E+36 3.10E+07 4.70E+16 1.08E+01 3.52E-01 2.15E+04 c   2.4
1.18E+10 9.95E-01 2.89E+36 3.08E+07 4.63E+16 1.07E+01 3.52E-01 1.93E+04 c   2.4
1.38E+10 9.93E-01 3.71E+36 3.05E+07 4.54E+16 1.06E+01 3.52E-01 1.70E+04 c   2.4
1.59E+10 9.89E-01 4.66E+36 3.02E+07 4.45E+16 1.05E+01 3.52E-01 1.46E+04 c   2.4
1.80E+10 9.84E-01 5.70E+36 2.99E+07 4.34E+16 1.03E+01 3.53E-01 1.23E+04 c   2.4
2.00E+10 9.78E-01 6.77E+36 2.96E+07 4.22E+16 1.02E+01 3.53E-01 1.01E+04 c   2.4
2.21E+10 9.70E-01 7.82E+36 2.92E+07 4.09E+16 1.00E+01 3.53E-01 8.12E+03 c   2.4
2.42E+10 9.62E-01 8.82E+36 2.88E+07 3.96E+16 9.81E+00 3.54E-01 6.38E+03 c   2.4
2.62E+10 9.52E-01 9.71E+36 2.83E+07 3.81E+16 9.61E+00 3.54E-01 4.90E+03 c   2.4
2.83E+10 9.40E-01 1.05E+37 2.79E+07 3.66E+16 9.40E+00 3.55E-01 3.67E+03 c   2.4
3.04E+10 9.27E-01 1.11E+37 2.74E+07 3.50E+16 9.17E+00 3.56E-01 2.69E+03 c   2.4
3.24E+10 9.13E-01 1.17E+37 2.68E+07 3.34E+16 8.94E+00 3.56E-01 1.92E+03 c   2.4
3.45E+10 8.96E-01 1.21E+37 2.63E+07 3.18E+16 8.69E+00 3.57E-01 1.33E+03 c   2.4
3.66E+10 8.79E-01 1.24E+37 2.57E+07 3.01E+16 8.43E+00 3.58E-01 9.06E+02 c   2.4
3.86E+10 8.60E-01 1.26E+37 2.51E+07 2.84E+16 8.16E+00 3.59E-01 6.00E+02 c   2.4
4.07E+10 8.39E-01 1.28E+37 2.45E+07 2.68E+16 7.89E+00 3.60E-01 3.87E+02 c   2.4
